1,2017-10-12 11:08:46.195186,10,17,12
2,2017-10-12 11:08:46.228274,24,21,28
3,2017-10-12 11:08:46.230279,30,19,19
4,2017-10-12 11:08:46.232286,34,20,29
5,2017-10-12 11:08:46.234291,57,20,29
6,2017-10-12 11:08:46.236309,71,20,26
7,2017-10-12 11:08:46.238301,72,23,27
8,2017-10-12 11:08:46.239303,74,21,16
9,2017-10-12 11:08:46.241308,97,16,21
10,2017-10-12 11:08:46.242311,83,16,24
1,2017-10-12 11:08:51.245089,9,17,17
2,2017-10-12 11:08:51.250101,20,20,16
3,2017-10-12 11:08:51.256124,36,16,13
4,2017-10-12 11:08:51.260127,32,16,19
5,2017-10-12 11:08:51.263139,53,16,15
6,2017-10-12 11:08:51.266143,65,19,21
7,2017-10-12 11:08:51.269151,59,26,24
8,2017-10-12 11:08:51.273161,71,19,22
9,2017-10-12 11:08:51.276171,105,16,19
10,2017-10-12 11:08:51.277174,79,15,18
1,2017-10-12 11:08:56.282236,8,17,20
2,2017-10-12 11:08:56.287250,19,22,19
3,2017-10-12 11:08:56.292269,42,16,18
4,2017-10-12 11:08:56.297274,38,14,11
5,2017-10-12 11:08:56.302288,48,14,11
6,2017-10-12 11:08:56.307301,77,20,18
7,2017-10-12 11:08:56.310308,56,21,22
8,2017-10-12 11:08:56.313316,64,17,21
9,2017-10-12 11:08:56.315322,84,18,18
10,2017-10-12 11:08:56.318331,91,18,17
1,2017-10-12 11:09:01.319667,9,17,15
2,2017-10-12 11:09:01.322660,19,20,17
3,2017-10-12 11:09:01.325666,50,15,14
4,2017-10-12 11:09:01.328681,31,15,14
5,2017-10-12 11:09:01.331682,40,14,16
6,2017-10-12 11:09:01.335693,78,18,21
7,2017-10-12 11:09:01.338701,56,24,23
8,2017-10-12 11:09:01.340706,69,18,14
9,2017-10-12 11:09:01.343714,81,17,15
10,2017-10-12 11:09:01.345720,90,18,16
1,2017-10-12 11:09:06.348000,8,14,17
2,2017-10-12 11:09:06.353014,17,23,22
3,2017-10-12 11:09:06.357025,58,14,13
4,2017-10-12 11:09:06.361035,33,15,17
5,2017-10-12 11:09:06.364045,35,16,18
6,2017-10-12 11:09:06.366051,76,15,11
