1,2017-10-27 08:57:45.594631,12,16,8
2,2017-10-27 08:57:45.604659,21,24,34
3,2017-10-27 08:57:45.605660,28,18,12
4,2017-10-27 08:57:45.606662,36,18,11
5,2017-10-27 08:57:45.606662,56,23,21
6,2017-10-27 08:57:45.606662,59,19,22
7,2017-10-27 08:57:45.606662,77,20,18
8,2017-10-27 08:57:45.606662,74,24,22
9,2017-10-27 08:57:45.606662,102,18,18
10,2017-10-27 08:57:45.606662,92,17,11
1,2017-10-27 08:57:50.607594,13,18,17
2,2017-10-27 08:57:50.607594,17,24,29
3,2017-10-27 08:57:50.607594,31,21,23
4,2017-10-27 08:57:50.607594,29,18,19
5,2017-10-27 08:57:50.607594,54,24,21
6,2017-10-27 08:57:50.607594,58,17,13
7,2017-10-27 08:57:50.607594,62,22,23
8,2017-10-27 08:57:50.608597,62,23,23
9,2017-10-27 08:57:50.608597,91,16,16
10,2017-10-27 08:57:50.608597,102,18,20
1,2017-10-27 08:57:55.609161,14,15,17
2,2017-10-27 08:57:55.610170,16,20,21
3,2017-10-27 08:57:55.610170,34,19,18
4,2017-10-27 08:57:55.611170,30,17,20
5,2017-10-27 08:57:55.611170,64,25,24
6,2017-10-27 08:57:55.611170,63,17,15
7,2017-10-27 08:57:55.611170,52,26,29
8,2017-10-27 08:57:55.611170,62,24,25
9,2017-10-27 08:57:55.611170,100,17,14
10,2017-10-27 08:57:55.611170,108,15,17
1,2017-10-27 08:58:00.611319,16,14,14
2,2017-10-27 08:58:00.611319,16,19,15
3,2017-10-27 08:58:00.612821,39,22,25
4,2017-10-27 08:58:00.615409,25,18,21
5,2017-10-27 08:58:00.616371,60,20,22
6,2017-10-27 08:58:00.617373,60,20,18
7,2017-10-27 08:58:00.617373,44,26,27
8,2017-10-27 08:58:00.618375,69,28,30
9,2017-10-27 08:58:00.619378,120,17,16
10,2017-10-27 08:58:00.619378,106,17,18
1,2017-10-27 08:58:05.621814,16,14,16
2,2017-10-27 08:58:05.621814,16,21,19
3,2017-10-27 08:58:05.624822,42,26,27
4,2017-10-27 08:58:05.627830,25,18,16
5,2017-10-27 08:58:05.628332,66,17,15
6,2017-10-27 08:58:05.628833,61,22,19
7,2017-10-27 08:58:05.630338,36,31,27
8,2017-10-27 08:58:05.630839,63,27,22
9,2017-10-27 08:58:05.632343,143,20,21
10,2017-10-27 08:58:05.635350,105,15,16
1,2017-10-27 08:58:10.637479,15,13,14
2,2017-10-27 08:58:10.637479,15,17,15
3,2017-10-27 08:58:10.638482,50,23,23
4,2017-10-27 08:58:10.639485,30,15,17
5,2017-10-27 08:58:10.644497,78,19,16
6,2017-10-27 08:58:10.644497,51,20,18
7,2017-10-27 08:58:10.645500,31,26,29
8,2017-10-27 08:58:10.647505,62,27,23
9,2017-10-27 08:58:10.649512,165,16,13
10,2017-10-27 08:58:10.650514,123,15,17
1,2017-10-27 08:58:15.654244,14,12,14
2,2017-10-27 08:58:15.654244,17,17,18
3,2017-10-27 08:58:15.657251,42,25,24
4,2017-10-27 08:58:15.657251,24,17,14
5,2017-10-27 08:58:15.660301,66,19,21
6,2017-10-27 08:58:15.660808,41,16,15
7,2017-10-27 08:58:15.661809,32,22,17
8,2017-10-27 08:58:15.662309,56,29,29
9,2017-10-27 08:58:15.662811,160,16,16
10,2017-10-27 08:58:15.663312,134,12,10
1,2017-10-27 08:58:20.663857,16,11,13
2,2017-10-27 08:58:20.664378,16,18,19
3,2017-10-27 08:58:20.665381,42,24,26
4,2017-10-27 08:58:20.668389,21,16,15
5,2017-10-27 08:58:20.668890,58,20,17
6,2017-10-27 08:58:20.669391,46,19,21
7,2017-10-27 08:58:20.669893,38,26,23
8,2017-10-27 08:58:20.670394,52,32,29
9,2017-10-27 08:58:20.670897,164,13,13
10,2017-10-27 08:58:20.671397,133,11,9
1,2017-10-27 08:58:25.672286,16,13,11
2,2017-10-27 08:58:25.672286,15,20,21
3,2017-10-27 08:58:25.673754,39,22,25
4,2017-10-27 08:58:25.676762,17,13,12
5,2017-10-27 08:58:25.677263,58,21,19
6,2017-10-27 08:58:25.677765,37,21,17
7,2017-10-27 08:58:25.678266,43,31,35
8,2017-10-27 08:58:25.678768,53,32,31
9,2017-10-27 08:58:25.679268,195,15,16
10,2017-10-27 08:58:25.679770,148,12,13
1,2017-10-27 08:58:30.680990,16,15,13
2,2017-10-27 08:58:30.680990,16,20,24
3,2017-10-27 08:58:30.682493,45,21,24
4,2017-10-27 08:58:30.685501,18,11,11
5,2017-10-27 08:58:30.686002,54,24,26
6,2017-10-27 08:58:30.686504,38,19,17
7,2017-10-27 08:58:30.687005,47,32,39
8,2017-10-27 08:58:30.687506,45,35,35
9,2017-10-27 08:58:30.688008,223,14,16
10,2017-10-27 08:58:30.688509,144,13,12
1,2017-10-27 08:58:35.689754,15,15,17
2,2017-10-27 08:58:35.690254,13,20,22
3,2017-10-27 08:58:35.691257,50,18,17
4,2017-10-27 08:58:35.694303,19,10,9
5,2017-10-27 08:58:35.695267,64,26,29
6,2017-10-27 08:58:35.695267,31,20,22
7,2017-10-27 08:58:35.696270,45,31,28
8,2017-10-27 08:58:35.697273,42,28,32
9,2017-10-27 08:58:35.697774,257,14,14
10,2017-10-27 08:58:35.698277,143,11,10
1,2017-10-27 08:58:40.699229,12,18,18
2,2017-10-27 08:58:40.699229,14,19,17
3,2017-10-27 08:58:40.700732,58,20,18
4,2017-10-27 08:58:40.703740,19,10,9
5,2017-10-27 08:58:40.704743,75,22,22
6,2017-10-27 08:58:40.705245,29,21,17
7,2017-10-27 08:58:40.707752,53,35,31
8,2017-10-27 08:58:40.707752,40,28,22
9,2017-10-27 08:58:40.708783,307,15,17
10,2017-10-27 08:58:40.709787,132,10,11
1,2017-10-27 08:58:45.710244,13,15,13
2,2017-10-27 08:58:45.710244,12,19,16
3,2017-10-27 08:58:45.711712,59,21,21
4,2017-10-27 08:58:45.714502,20,11,10
5,2017-10-27 08:58:45.715504,76,23,27
6,2017-10-27 08:58:45.715504,31,17,19
7,2017-10-27 08:58:45.716505,63,35,30
8,2017-10-27 08:58:45.716505,39,25,25
9,2017-10-27 08:58:45.717507,327,16,18
10,2017-10-27 08:58:45.717507,122,10,7
1,2017-10-27 08:58:50.718806,13,14,13
2,2017-10-27 08:58:50.719810,10,17,14
3,2017-10-27 08:58:50.720312,69,17,16
4,2017-10-27 08:58:50.721320,19,10,11
5,2017-10-27 08:58:50.725330,62,23,18
6,2017-10-27 08:58:50.726332,27,17,14
7,2017-10-27 08:58:50.726332,61,33,37
8,2017-10-27 08:58:50.727333,33,24,26
9,2017-10-27 08:58:50.727333,337,15,13
10,2017-10-27 08:58:50.728337,122,10,10
1,2017-10-27 08:58:55.729164,14,16,18
2,2017-10-27 08:58:55.729164,8,15,13
3,2017-10-27 08:58:55.730169,71,19,22
4,2017-10-27 08:58:55.733174,20,12,11
5,2017-10-27 08:58:55.734177,61,26,28
6,2017-10-27 08:58:55.734177,31,14,13
7,2017-10-27 08:58:55.735180,72,29,31
8,2017-10-27 08:58:55.735180,27,21,20
9,2017-10-27 08:58:55.736183,359,17,17
10,2017-10-27 08:58:55.736183,116,10,8
1,2017-10-27 08:59:00.737830,15,19,22
2,2017-10-27 08:59:00.737830,7,18,19
3,2017-10-27 08:59:00.738793,82,21,24
4,2017-10-27 08:59:00.741801,17,14,14
5,2017-10-27 08:59:00.742802,59,26,25
6,2017-10-27 08:59:00.742802,37,12,10
7,2017-10-27 08:59:00.743804,83,29,29
8,2017-10-27 08:59:00.743804,30,18,14
9,2017-10-27 08:59:00.744807,386,17,16
10,2017-10-27 08:59:00.744807,110,10,10
1,2017-10-27 08:59:05.745948,17,22,26
2,2017-10-27 08:59:05.745948,7,21,23
3,2017-10-27 08:59:05.746951,88,17,15
4,2017-10-27 08:59:05.749957,18,12,13
5,2017-10-27 08:59:05.750960,69,24,19
6,2017-10-27 08:59:05.750960,34,14,16
7,2017-10-27 08:59:05.751963,79,34,37
8,2017-10-27 08:59:05.752965,25,21,22
9,2017-10-27 08:59:05.752965,363,17,18
10,2017-10-27 08:59:05.753968,132,11,10
1,2017-10-27 08:59:10.754135,14,26,24
2,2017-10-27 08:59:10.754135,6,24,26
3,2017-10-27 08:59:10.757118,85,19,21
4,2017-10-27 08:59:10.759122,15,10,10
5,2017-10-27 08:59:10.760124,60,27,25
6,2017-10-27 08:59:10.760124,35,15,15
7,2017-10-27 08:59:10.761127,92,35,41
8,2017-10-27 08:59:10.762129,25,22,25
9,2017-10-27 08:59:10.762129,368,18,16
10,2017-10-27 08:59:10.763135,137,10,8
1,2017-10-27 08:59:15.763745,12,26,27
2,2017-10-27 08:59:15.763745,6,24,21
3,2017-10-27 08:59:15.764745,78,17,13
4,2017-10-27 08:59:15.767758,15,10,10
5,2017-10-27 08:59:15.768756,52,31,29
6,2017-10-27 08:59:15.768756,28,18,21
7,2017-10-27 08:59:15.769759,83,33,30
8,2017-10-27 08:59:15.769759,22,26,24
9,2017-10-27 08:59:15.770761,377,15,12
10,2017-10-27 08:59:15.771765,149,10,8
1,2017-10-27 08:59:20.771768,13,30,27
2,2017-10-27 08:59:20.771768,7,27,28
3,2017-10-27 08:59:20.772764,87,18,16
4,2017-10-27 08:59:20.775772,15,12,14
5,2017-10-27 08:59:20.776775,48,33,32
6,2017-10-27 08:59:20.776775,32,20,24
7,2017-10-27 08:59:20.777777,96,29,28
8,2017-10-27 08:59:20.778782,25,21,21
9,2017-10-27 08:59:20.779783,389,15,17
10,2017-10-27 08:59:20.779783,144,10,10
1,2017-10-27 08:59:25.781353,13,35,36
2,2017-10-27 08:59:25.781353,7,29,30
3,2017-10-27 08:59:25.782356,88,17,20
4,2017-10-27 08:59:25.785367,12,13,13
5,2017-10-27 08:59:25.786369,46,35,36
6,2017-10-27 08:59:25.789413,38,19,18
7,2017-10-27 08:59:25.790380,99,30,32
8,2017-10-27 08:59:25.791383,27,23,25
9,2017-10-27 08:59:25.794429,377,12,15
10,2017-10-27 08:59:25.795391,119,11,9
1,2017-10-27 08:59:30.797369,14,31,34
2,2017-10-27 08:59:30.797369,6,26,26
3,2017-10-27 08:59:30.798338,93,16,17
4,2017-10-27 08:59:30.801345,11,14,12
5,2017-10-27 08:59:30.802347,53,30,30
