1,2017-10-25 10:44:19.844740,10,18,25
2,2017-10-25 10:44:19.850757,22,18,8
3,2017-10-25 10:44:19.854769,35,22,15
4,2017-10-25 10:44:19.855272,42,20,13
5,2017-10-25 10:44:19.855773,46,18,18
6,2017-10-25 10:44:19.856271,49,16,10
7,2017-10-25 10:44:19.856271,68,22,26
8,2017-10-25 10:44:19.856271,82,23,14
9,2017-10-25 10:44:19.856271,93,23,29
10,2017-10-25 10:44:19.856773,101,20,17
1,2017-10-25 10:44:24.857137,9,20,24
2,2017-10-25 10:44:24.857137,18,16,15
3,2017-10-25 10:44:24.857638,42,24,22
4,2017-10-25 10:44:24.857638,48,18,17
5,2017-10-25 10:44:24.857638,53,17,20
6,2017-10-25 10:44:24.857638,53,17,16
7,2017-10-25 10:44:24.858140,62,20,16
8,2017-10-25 10:44:24.858140,82,22,22
9,2017-10-25 10:44:24.858140,96,20,19
10,2017-10-25 10:44:24.858140,93,20,17
1,2017-10-25 10:44:29.859699,8,19,18
2,2017-10-25 10:44:29.860199,19,16,17
3,2017-10-25 10:44:29.860199,36,28,27
4,2017-10-25 10:44:29.860199,52,16,14
5,2017-10-25 10:44:29.860199,53,16,16
6,2017-10-25 10:44:29.860700,47,20,18
7,2017-10-25 10:44:29.860700,56,24,27
8,2017-10-25 10:44:29.860700,92,21,20
9,2017-10-25 10:44:29.860700,83,21,22
10,2017-10-25 10:44:29.860700,93,21,22
1,2017-10-25 10:44:34.860818,7,20,22
2,2017-10-25 10:44:34.860818,22,18,15
3,2017-10-25 10:44:34.862264,37,29,29
4,2017-10-25 10:44:34.865273,59,17,15
5,2017-10-25 10:44:34.866274,44,17,19
6,2017-10-25 10:44:34.866775,40,20,20
7,2017-10-25 10:44:34.867778,54,25,22
8,2017-10-25 10:44:34.868279,93,24,20
9,2017-10-25 10:44:34.871795,91,21,17
10,2017-10-25 10:44:34.873793,88,21,20
1,2017-10-25 10:44:39.876542,8,21,20
2,2017-10-25 10:44:39.876542,24,20,18
3,2017-10-25 10:44:39.878045,31,24,21
4,2017-10-25 10:44:39.881053,63,17,16
5,2017-10-25 10:44:39.882056,38,16,14
6,2017-10-25 10:44:39.883058,45,24,21
7,2017-10-25 10:44:39.883560,45,23,21
8,2017-10-25 10:44:39.884063,108,21,25
9,2017-10-25 10:44:39.885065,96,24,23
10,2017-10-25 10:44:39.886568,88,24,26
1,2017-10-25 10:44:44.887403,7,21,17
2,2017-10-25 10:44:44.887403,21,18,21
3,2017-10-25 10:44:44.888872,27,26,24
4,2017-10-25 10:44:44.891861,62,14,14
5,2017-10-25 10:44:44.892365,42,14,12
6,2017-10-25 10:44:44.892867,46,23,27
7,2017-10-25 10:44:44.893367,38,20,19
8,2017-10-25 10:44:44.894370,103,21,16
9,2017-10-25 10:44:44.894871,86,24,22
10,2017-10-25 10:44:44.895373,84,24,21
1,2017-10-25 10:44:49.896194,7,21,22
2,2017-10-25 10:44:49.896194,18,15,14
3,2017-10-25 10:44:49.897699,30,21,25
4,2017-10-25 10:44:49.900710,62,15,14
5,2017-10-25 10:44:49.901207,34,12,13
6,2017-10-25 10:44:49.901708,50,24,23
7,2017-10-25 10:44:49.902209,31,16,13
8,2017-10-25 10:44:49.902710,85,18,18
9,2017-10-25 10:44:49.903713,100,20,19
10,2017-10-25 10:44:49.904215,97,24,28
1,2017-10-25 10:44:54.904819,7,23,26
2,2017-10-25 10:44:54.905329,19,14,12
3,2017-10-25 10:44:54.908333,35,18,14
4,2017-10-25 10:44:54.910961,63,17,15
5,2017-10-25 10:44:54.913427,34,14,16
6,2017-10-25 10:44:54.914929,45,27,23
7,2017-10-25 10:44:54.917937,29,16,17
8,2017-10-25 10:44:54.921919,92,19,22
9,2017-10-25 10:44:54.922922,109,18,19
10,2017-10-25 10:44:54.923923,115,26,24
1,2017-10-25 10:44:59.925096,7,27,30
2,2017-10-25 10:44:59.925096,19,15,14
3,2017-10-25 10:44:59.929618,36,17,19
4,2017-10-25 10:44:59.930111,71,16,16
5,2017-10-25 10:44:59.933945,35,16,13
6,2017-10-25 10:44:59.934446,43,25,27
7,2017-10-25 10:44:59.935453,30,14,17
8,2017-10-25 10:44:59.939095,108,21,24
9,2017-10-25 10:44:59.941099,116,19,16
10,2017-10-25 10:44:59.943862,104,28,32
1,2017-10-25 10:45:04.945113,8,26,25
2,2017-10-25 10:45:04.945606,18,16,17
3,2017-10-25 10:45:04.949339,41,18,20
4,2017-10-25 10:45:04.953852,81,14,14
5,2017-10-25 10:45:04.955858,39,16,16
6,2017-10-25 10:45:04.962225,41,22,24
7,2017-10-25 10:45:04.965270,26,12,9
8,2017-10-25 10:45:04.966756,107,17,20
9,2017-10-25 10:45:04.974121,116,18,16
10,2017-10-25 10:45:04.974622,86,28,32
1,2017-10-25 10:45:09.975324,9,22,22
2,2017-10-25 10:45:09.975833,18,14,16
3,2017-10-25 10:45:09.979233,33,20,18
4,2017-10-25 10:45:09.982741,67,15,15
5,2017-10-25 10:45:09.984744,35,14,11
6,2017-10-25 10:45:09.988757,47,24,28
7,2017-10-25 10:45:09.989759,27,12,12
8,2017-10-25 10:45:09.993122,108,19,15
9,2017-10-25 10:45:09.994127,94,19,19
10,2017-10-25 10:45:09.994630,86,28,30
1,2017-10-25 10:45:14.996113,9,25,29
2,2017-10-25 10:45:14.996615,15,13,16
3,2017-10-25 10:45:14.999121,28,20,23
4,2017-10-25 10:45:15.004774,69,17,19
5,2017-10-25 10:45:15.005779,38,16,17
6,2017-10-25 10:45:15.007859,54,23,21
7,2017-10-25 10:45:15.008364,26,14,16
8,2017-10-25 10:45:15.011813,119,20,19
9,2017-10-25 10:45:15.012818,87,19,18
10,2017-10-25 10:45:15.014322,102,33,37
1,2017-10-25 10:45:20.015254,9,20,16
2,2017-10-25 10:45:20.015720,16,13,15
3,2017-10-25 10:45:20.022032,23,16,20
4,2017-10-25 10:45:20.023035,71,16,16
5,2017-10-25 10:45:20.024040,32,15,13
6,2017-10-25 10:45:20.025541,45,24,25
7,2017-10-25 10:45:20.027787,25,14,14
8,2017-10-25 10:45:20.028758,121,20,19
9,2017-10-25 10:45:20.032268,83,16,15
10,2017-10-25 10:45:20.033933,103,30,37
1,2017-10-25 10:45:25.034178,8,21,23
2,2017-10-25 10:45:25.034681,19,15,17
3,2017-10-25 10:45:25.036126,27,15,11
4,2017-10-25 10:45:25.036626,59,17,14
5,2017-10-25 10:45:25.039867,38,16,17
6,2017-10-25 10:45:25.042802,48,21,21
7,2017-10-25 10:45:25.045810,29,12,14
8,2017-10-25 10:45:25.047652,97,23,20
9,2017-10-25 10:45:25.051370,93,15,13
10,2017-10-25 10:45:25.053876,122,24,18
1,2017-10-25 10:45:30.055416,7,22,20
2,2017-10-25 10:45:30.055774,22,13,13
3,2017-10-25 10:45:30.057776,32,15,14
4,2017-10-25 10:45:30.061068,69,15,16
5,2017-10-25 10:45:30.062089,44,14,11
6,2017-10-25 10:45:30.063111,44,23,24
7,2017-10-25 10:45:30.064094,27,10,9
8,2017-10-25 10:45:30.065598,87,20,24
9,2017-10-25 10:45:30.070113,107,14,15
10,2017-10-25 10:45:30.073132,112,22,20
1,2017-10-25 10:45:35.074477,7,20,21
2,2017-10-25 10:45:35.074980,18,12,13
3,2017-10-25 10:45:35.076982,30,18,16
4,2017-10-25 10:45:35.080491,82,16,17
5,2017-10-25 10:45:35.080992,41,14,16
6,2017-10-25 10:45:35.083501,37,23,24
7,2017-10-25 10:45:35.084503,27,10,10
8,2017-10-25 10:45:35.089829,84,21,22
9,2017-10-25 10:45:35.093840,87,12,11
10,2017-10-25 10:45:35.098414,100,20,20
1,2017-10-25 10:45:40.108684,7,24,25
2,2017-10-25 10:45:40.109033,16,10,9
3,2017-10-25 10:45:40.112118,32,17,20
4,2017-10-25 10:45:40.115623,81,14,14
5,2017-10-25 10:45:40.122643,45,14,15
6,2017-10-25 10:45:40.125655,31,21,17
7,2017-10-25 10:45:40.127153,29,11,9
8,2017-10-25 10:45:40.127654,93,21,24
9,2017-10-25 10:45:40.128657,84,13,14
10,2017-10-25 10:45:40.130662,89,18,20
1,2017-10-25 10:45:45.132250,6,20,17
2,2017-10-25 10:45:45.132250,15,10,9
3,2017-10-25 10:45:45.135761,26,19,16
4,2017-10-25 10:45:45.140030,90,13,11
5,2017-10-25 10:45:45.140535,44,13,12
6,2017-10-25 10:45:45.141553,34,24,23
7,2017-10-25 10:45:45.142037,25,12,13
8,2017-10-25 10:45:45.143044,102,19,21
9,2017-10-25 10:45:45.144504,83,15,14
10,2017-10-25 10:45:45.147495,73,19,22
1,2017-10-25 10:45:50.148430,6,23,20
2,2017-10-25 10:45:50.148886,12,12,11
3,2017-10-25 10:45:50.154404,26,19,17
4,2017-10-25 10:45:50.156405,102,12,11
5,2017-10-25 10:45:50.157911,51,12,11
6,2017-10-25 10:45:50.158942,36,27,27
7,2017-10-25 10:45:50.159413,30,13,12
8,2017-10-25 10:45:50.164426,119,18,20
9,2017-10-25 10:45:50.164927,81,16,17
10,2017-10-25 10:45:50.171560,84,22,26
1,2017-10-25 10:45:55.172928,7,25,21
2,2017-10-25 10:45:55.173437,10,13,14
3,2017-10-25 10:45:55.175288,21,22,23
4,2017-10-25 10:45:55.178997,122,10,12
5,2017-10-25 10:45:55.179499,54,11,12
6,2017-10-25 10:45:55.180605,33,25,20
7,2017-10-25 10:45:55.181110,27,15,13
8,2017-10-25 10:45:55.182114,116,15,17
9,2017-10-25 10:45:55.183114,78,14,11
10,2017-10-25 10:45:55.184117,78,18,13
1,2017-10-25 10:46:00.186187,6,25,27
2,2017-10-25 10:46:00.186528,8,15,16
3,2017-10-25 10:46:00.187533,19,22,22
4,2017-10-25 10:46:00.191857,132,10,12
5,2017-10-25 10:46:00.194311,64,13,12
6,2017-10-25 10:46:00.194812,37,25,21
7,2017-10-25 10:46:00.196928,32,17,19
8,2017-10-25 10:46:00.197429,132,13,13
9,2017-10-25 10:46:00.200583,65,14,12
10,2017-10-25 10:46:00.202048,80,15,17
1,2017-10-25 10:46:05.204852,5,28,28
2,2017-10-25 10:46:05.205192,7,14,15
3,2017-10-25 10:46:05.206198,18,19,23
4,2017-10-25 10:46:05.209709,126,10,6
5,2017-10-25 10:46:05.210708,58,12,11
6,2017-10-25 10:46:05.211211,41,21,17
7,2017-10-25 10:46:05.213223,38,16,15
8,2017-10-25 10:46:05.213726,151,12,11
9,2017-10-25 10:46:05.214227,74,14,13
10,2017-10-25 10:46:05.218741,69,16,18
1,2017-10-25 10:46:10.221993,5,25,30
2,2017-10-25 10:46:10.222359,7,16,13
